"veh_id","Price","Acceleration","OpCost","hev","phev20","phev40","bev","bevRangeRel","noBEVFC","american","chinese","japanese","skorean","icev_nest_indicator","hev_nest_indicator","phev_nest_indicator","bev_nest_indicator","created_alternative"
"Ferrari_116_car",231.671046204904,2.78642708077676,11.3345751942249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ferrari_117_car",227.749923623854,2.62280378519469,11.0655255540822,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ferrari_118_car",434.587690292273,2.14122464563501,13.4981796768715,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ferrari_119_car",300.017127045178,2.17987172838671,12.2745711245502,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ferrari_120_car",226.197430904686,2,10.1750104406171,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"Ferrari_121_car",222.189203195073,2,10.5442084700102,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"Ferrari_122_car",418.370571567923,2,12.294013977274,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"Ferrari_123_car",291.464821580954,2,11.6872673316769,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"Ferrari_124_car",515.579119443716,2,12.3587481767597,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Ferrari_125_car",312.703579602217,2,11.5025063792921,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Ford_1584_car",56.6934376291811,3.72424883549685,3.96592920933831,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
"Ford_1585_car",55.8041432495747,3.72516661565989,3.89056329524646,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
"Ford_1586_car",43.0073628968296,5.30228973745115,3.50134167878294,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
"Ford_1587_car",92.3511534900092,2.35403323989578,5.33947470522655,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
"Ford_1588_car",42.1531304182302,5.3035812919511,3.47462117083108,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
"Ford_1589_car",75.1940317871204,2.06870578430316,4.93904247401759,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
"Ford_1590_car",43.1990360331301,3.80524741462771,11.9402589387775,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Ford_1591_car",42.5977050924303,3.8052564393372,11.7797137689345,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Ford_1592_car",32.1156190564783,5.41782075857717,10.6581372125641,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Ford_1593_car",73.3523109614569,2.32432273806944,15.7410399835476,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Ford_1594_car",31.5142790209734,5.41782755517513,10.6042937572462,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Ford_1595_car",58.1140871801801,2.13657261537529,14.10315099542,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Ford_1596_car",55.3273969866734,2.39185384170878,10.4828135233797,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
"Ford_1597_car",54.669261737567,2.39205914590088,10.3349879108433,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
"Ford_1598_car",42.2149022147139,3.40813277884598,8.95336686156969,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
"Ford_1599_car",88.6858984477285,2,12.8657783153399,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
"Ford_1600_car",41.5904153129618,3.40860332143084,8.89547090805145,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
"Ford_1601_car",72.2772533559167,2,12.1825719993065,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
"Ford_1602_car",51.7851149167517,8.2062008226547,3.62080994820625,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
"Ford_1603_car",36.3885894624983,11.6741960570983,3.284218652015,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
"Ford_1604_car",41.3681944440378,7.05691744978993,3.48048149538445,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
"Ford_1605_car",33.0723353148096,9.07196213840946,3.19038531945124,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
"Ford_1606_car",46.6817860378,8.34459938523043,11.3816166436984,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Ford_1607_car",34.3260448490679,8.19584600915901,7.87241118298484,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Ford_1608_car",35.794811573387,7.20026233698837,10.6153349878425,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Ford_1609_car",27.634724566583,9.27846657259308,9.69584021112968,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Ford_1610_car",57.5719757860544,3.06654698841272,9.61716519155829,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
"Ford_1611_car",40.6639245736567,4.10413397255658,8.57824511355106,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
"Ford_1612_car",45.7782227043089,4.51680575777663,8.70758174818805,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
"Ford_1613_car",37.3874021325499,3.4698327711503,8.24119701291458,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
